Date,Open,High,Low,Close,Volume
12/08/2022,59500,60700,59400,60200,10786658
16/08/2022,60500,61600,60300,61000,15036727
17/08/2022,61100,61200,60300,60400,9061518
18/08/2022,60300,61900,60000,61500,16372754
19/08/2022,61400,61600,60600,60900,6923679
22/08/2022,60300,60400,59800,60000,8259865
23/08/2022,59000,59600,59000,59100,9041629
24/08/2022,59200,59500,59000,59000,8888486
25/08/2022,59200,59700,59000,59700,5767902
26/08/2022,60300,60900,59900,60000,9499995
